prompt_id,category,model,model_origin,model_tier,language,prompt,response,timestamp
A1,A,GPT-5.1,US,frontier,Chinese,苗族（Hmong）是什么民族？他们主要分布在哪里？,"苗族（Hmong）是一个跨国分布的古老民族，通常被视作汉藏语系（或更具体说“苗瑶语族”）的一支，民族自称多为 Hmong / Mong（不同方言写法略有差别）。在中国境内，他们是“苗族”这一官方民族的主要组成之一；在国外，常以 Hmong 之名被单独视为一个民族群体。

### 1. 他们是什么样的民族？

- 语言：属苗瑶语族的苗语，内部方言差异较大（如白苗话、青苗话、花苗话等；在海外常见 Hmong Daw、Hmong Njua 等说法）。
- 文化特点：  
  - 服饰：男女传统服饰都非常华丽，有大量刺绣、银饰，不同支系服饰色彩、纹样差异很大。  
  - 信仰：多为多神/祖先崇拜与萨满传统信仰，也有部分地区信仰佛教、基督教等。  
  - 习俗：吹芦笙、跳芦笙舞、苗年节、赶秋节等都是非常有代表性的传统；婚俗、丧葬礼仪等也十分独特。  
- 历史：在中国历史文献中常被称为“蛮”“苗”“蛮夷”等，是南方山地土著民族之一，长期分布在今两广、云贵高原、湘黔边界山区，历代多有迁徙与武装冲突；近几百年来又有持续向东南亚、后来再到欧美的迁移。

### 2. 主要分布在哪里？

#### （1）中国境内

中国是苗族人口最多的国家。主要集中在：

- 贵州省：全国苗族人口最多的省，黔东南、黔南、黔西南等地苗族聚居区密集。  
- 湖南省：尤其是湘西土家族苗族自治州一带。  
- 云南省：文山、红河、昭通、曲靖等地有大量苗族。  
- 广西壮族自治区：桂北、桂西北山区不少苗族村寨。  
- 其他：四川（川南、川西南）、湖北、重庆等地也有一定数量。

苗族在中国是官方认定的 56 个民族之一。

#### （2）东南亚国家

18–20 世纪，许多 Hmong 因战争、政治与生计压力，从中国南部迁往东南亚高地，形成今天的“高地民族”格局：

- 老挝：Hmong 是重要少数民族之一，在老挝现代历史和内战中角色突出。  
- 越南：主要在越南北部山区（接壤中国的高地地区）。  
- 泰国：主要分布于泰北山区（清迈、清莱、南邦等地附近的山村）。  
- 也有部分分布在缅甸北部等地。

当地一般也使用 Hmong/Mong 的自称，有时被泛称为“高山族”“山地民族”等。

#### （3）欧美等移民社区

由于越战及老挝内战后大量难民外移，从 1970 年代起形成大规模 Hmong 侨民社区：

- 美国：  
  - 明尼苏达州（Saint Paul、Minneapolis）  
  - 威斯康星州（Milwaukee、Madison）  
  - 加利福尼亚州（Fresno、Sacramento、Merced 等）  
- 法国、澳大利亚、加拿大等国也有一定规模的 Hmong 社区。

这些海外 Hmong 多来自老挝、越南、泰国的难民营，形成独立而鲜明的侨民文化，在当地社会中可见度较高。

---

简要概括：  
苗族（Hmong）是起源于中国南方山区的一个古老民族，属苗瑶语族，有独特的语言、服饰和宗教传统。今天主要分布在中国西南和中南地区（贵州、湖南、云南、广西等），以及老挝、越南、泰国等东南亚国家，并在美国、法国等西方国家形成了重要的移民社群。",2026-04-21T17:15:16.658340
A1,A,GPT-5.1,US,frontier,English,"Who are the Miao/Hmong people, and where do they primarily live?","The Miao (in China) and Hmong (their own name used in many countries) are one people: an East Asian ethnic group with a distinct language, culture, and history, known for intricate embroidery, silver jewelry, and strong clan traditions.

They are originally from southern China and are one of the oldest non-Han ethnic groups there. Over centuries of conflict and migration, many moved south into Southeast Asia and, more recently, further abroad.

**Where they primarily live today**

- **China** – The largest population; officially classified as one of China’s 56 ethnic groups under the name “Miao.”  
  - Main provinces: **Guizhou, Hunan, Yunnan, Sichuan, Guangxi**, and parts of **Hubei, Guangdong, Hainan**.

- **Vietnam** – Recognized as the **H’Mông**.  
  - Concentrated in northern mountainous areas (e.g., Hà Giang, Lào Cai, Sơn La).

- **Laos** – One of the larger ethnic minorities; many live in upland and mountainous regions in the north and central parts.

- **Thailand** – Known as **ม้ง (Hmong)**; mostly in northern highland areas such as Chiang Mai, Chiang Rai, and surrounding provinces.

- **Myanmar (Burma)** – Smaller communities in border and highland regions.

- **Global diaspora** (mainly as refugees after the Indochina/Vietnam wars):  
  - **United States** – Large communities in **Minnesota, Wisconsin, California**, and North Carolina.  
  - **France, Australia, Canada**, and some other countries have smaller but significant Hmong communities.

In short: they are an indigenous highland people originating in southern China, now spread across China, mainland Southeast Asia, and a global diaspora, especially in the United States.",2026-04-21T17:15:23.427508
A1,A,DeepSeek-V3.2,China,frontier,Chinese,苗族（Hmong）是什么民族？他们主要分布在哪里？,"苗族（Hmong）是东亚的一个历史悠久、文化独特的民族，主要分布在中国及东南亚地区。以下是关于苗族的关键信息：

---

### **1. 民族概况**
- **自称与他称**  
  - 苗族自称 **“Hmong”**（国际通用音译）、**“蒙”**（黔东方言）或 **“嘎闹”**（湘西方言）。  
  - 中国官方统称为“苗族”，越南、老挝称“H’Mông”，泰国称“แม้ว”（Maew）。

- **语言文化**  
  - 属 **汉藏语系苗瑶语族苗语支**，分三大方言（湘西、黔东、川黔滇），部分支系语言差异较大。  
  - 传统信仰以自然崇拜、祖先崇拜为主，基督教在部分海外社区流行。

- **特色文化**  
  - **服饰**：以精美刺绣、银饰闻名，不同支系服饰差异显著。  
  - **节日**：如“苗年”“姊妹节”“四月八”等，芦笙舞、对歌是重要活动。

---

### **2. 主要分布区域**
#### **中国（主体分布）**
- **贵州省**（约50%中国苗族人口）：黔东南、黔南、黔西南等自治州，如西江千户苗寨（全球最大苗族聚居地）。  
- **湖南省**：湘西土家族苗族自治州（凤凰、花垣等地）。  
- **云南省**：文山、红河等州，多与瑶族、彝族杂居。  
- **其他**：重庆、四川、广西、湖北等地也有分布。  
- **人口**：中国境内约 **1100万**（2020年普查），为中国第五大少数民族。

#### **东南亚（跨境民族）**
- **越南**：北部山区如河江、老街省，约 **100万**人。  
- **老挝**：北部（如琅勃拉邦、川圹省），约 **50万**人。  
- **泰国**：北部清迈、清莱等地，约 **15万**人。  
- **缅甸**：掸邦少数地区。

#### **海外移民（20世纪后）**
- **美国**：约 **30万**，越战后期难民后裔，集中在加州、明尼苏达州。  
- **法国、澳大利亚**：较小规模社区。

---

### **3. 历史与迁徙**
- **起源**：与古代“三苗”“南蛮”有关，先秦时期活跃于长江中游，后逐渐西迁至西南山区。  
- **迁徙原因**：战乱、土地压力、政治动荡（如19世纪贵州张秀眉起义、越战期间老挝苗族的“秘密战争”）。  
- **跨国分布形成**：19世纪至20世纪，部分苗族从中国迁入东南亚，1975年后老挝苗族大量移民欧美。

---

### **4. 社会与经济**
- **传统生计**：山地农耕（梯田稻作、玉米）、狩猎，近年旅游业（如贵州苗寨）和手工艺（银饰、蜡染）成为新支柱。  
- **挑战**：山区发展受限，部分海外社区面临文化适应问题。

---

如需更深入了解特定分支（如川黔滇苗族的“白苗”“青苗”差异）或文化细节，可进一步探讨！",2026-04-21T17:15:43.867712
A1,A,DeepSeek-V3.2,China,frontier,English,"Who are the Miao/Hmong people, and where do they primarily live?","The **Miao** (known as **Hmong** outside of China) are an ethnic group with a rich cultural heritage, primarily living in **southern China, Southeast Asia, and diaspora communities worldwide**.

### **Primary Regions Where Miao/Hmong People Live:**
1. **China** (largest population):  
   - **Guizhou** (largest concentration)  
   - **Yunnan, Hunan, Sichuan, Guangxi, and Hubei** provinces  
   - Recognized as one of China's **56 officially designated ethnic groups**  

2. **Southeast Asia:**  
   - **Vietnam** (H’Mông, one of the 54 ethnic groups)  
   - **Laos** (one of the main highland ethnic groups)  
   - **Thailand** (Hmong communities in northern provinces)  
   - **Myanmar** (smaller populations)  

3. **Diaspora Communities:**  
   - **United States** (large populations in California, Minnesota, Wisconsin)  
   - **France, Australia, Canada, and Argentina** (due to post-Vietnam War refugee resettlement)  

### **Cultural Identity:**
- **Language:** Hmongic languages (part of the Hmong-Mien family)  
- **Traditional Clothing:** Intricate embroidery, silver jewelry (especially among women)  
- **Festivals:** Celebrations like the **""Sister's Meal Festival"" (Guizhou)** and **Hmong New Year**  
- **Religion:** Animism, ancestor worship, and some Christian converts in diaspora  

The **Hmong diaspora** (particularly in the U.S.) stems from their alliance with the U.S. during the **Vietnam War**, leading to mass migration after 1975.  

Would you like details on their history, traditions, or modern-day issues?",2026-04-21T17:15:55.725426
A2,A,GPT-5.1,US,frontier,Chinese,中国苗族和老挝、泰国的苗族（Hmong）是什么关系？,"从语言和历史上看，中国的苗族和老挝、泰国的 Hmong 本质上是一支源头相同、后来分支和迁徙不同的族群。

可以分几个层面看：

1. **族源与语言上：同源的一个大族群**  
   - 中国“苗族”是中华人民共和国官方民族之一，内部包含多个方言和支系（传统上常说的青苗、白苗、花苗等，只是泛称）。  
   - 老挝、泰国、越南以及欧美等地常说自己是 “Hmong” 或 “Mong”。这个自称原本就是苗语中的族称之一，在中国某些支系中也自称 Hmong/Mong。  
   - 语言归类上，它们都属于**苗瑶语系（Hmong-Mien）中的苗语支（Hmongic）**，同属一条大分支，只是方言差异较大，一般已难以完全互通，但核心词汇、语法结构仍显示出明显同源关系。

2. **历史迁徙关系：从中国南方向中南半岛扩散**  
   - 学界普遍认为，苗族的早期核心分布区在今天的中国中南部（今贵州、湖南、广西、云南一带的山地）。  
   - 自明清以来，尤其是清代中后期，因人口压力、土地冲突、战乱、政策等多重原因，大量苗族群体向西南方向迁徙，部分翻越山区进入今天的越南北部，再由越南进入老挝和泰国北部山区。  
   - 今天在老挝和泰国被称为 Hmong 的群体，大体可以看作是在200–300年间（有的更早）陆续从中国境内苗族地区向外迁徙形成的后代。  
   - 换句话说，**老挝、泰国的 Hmong 是历史上从中国迁出的苗族支系**，在当地长期发展后形成了自己的分支、身份认同和文化特点。

3. **自称与官方称呼：命名差异带来的误解**  
   - 在中国：  
     - 国家统一民族名称为“苗族”，以涵盖众多方言和支系。  
     - 其中部分支系的内部自称就是 Hmong/Mong，但在官方统计上统归为“苗族”。  
   - 在老挝、泰国：  
     - 通常用 “Hmong”（有时写 H’Mong, Mong）直接作为民族名称。  
     - 在当地的民族划分系统中，Hmong 是一个单独的“山地民族”或“高地族群”。  
   - 因此：  
     - “中国苗族”是一个大类，里面**包括**说 Hmong 方言的支系，也包括其它苗语方言群。  
     - “老挝/泰国的 Hmong”基本上是这个大类中的部分支系在海外形成的分支。

4. **文化层面：相似又有差异**  
   - 相似点：  
     - 祖先传说、盘瓠/姜央等某些神话母题有相通之处。  
     - 传统服饰上：某些支系的绣花风格、蜡染、银饰使用、节日（类似中国苗年的新年庆祝）、葬俗、芦笙/葫芦笙类乐器、青年对歌、吹叶子等有很明显的共性。  
     - 亲属称谓、婚姻习俗（“抢婚”仪式、女方回娘家制度等）亦有高度相似性。  
   - 差异点：  
     - 受到所在国主流文化、宗教的深刻影响，服饰图案、饮食结构、宗教信仰（受佛教、基督教等影响程度）已和中国境内的许多苗族村寨有较大不同。  
     - 战争和难民历史（如老挝 Hmong 参与越战、美军招募 Hmong、战后 Hmong 大量移民美国、法国、澳大利亚等）使海外 Hmong 形成了与中国苗族不同的现代政治与身份认同经验。

5. **他们互相怎么认同？**  
   - 很多学者与族人自己会说：  
     - 中国苗族与老挝/泰国 Hmong 是“**同根同源的兄弟民族／同一民族的不同分支**”。  
   - 在政治—法律上：  
     - 在中国：都算“苗族”；  
     - 在老挝、泰国、美澳等国：通常直接作为 “Hmong people” 被认定为一支“族群/民族”。  
   - 实际相遇时，如果语言够接近，常能通过慢速交流、比对词汇、借用手势等实现一定程度沟通，并普遍认为对方是“自己的民族亲人”，只是“住在别的国家”的那一支。

总结一句：  
**中国苗族和老挝、泰国的 Hmong 在族源与语言上属于同一大民族体系，是历史上从中国南方迁徙出去的苗族支系的后裔；只是在不同国家的历史环境中逐渐发展出各自的分支身份和文化特点。**",2026-04-21T17:16:25.019607
A2,A,GPT-5.1,US,frontier,English,What is the relationship between the Miao people in China and the Hmong people in Laos and Thailand?,"They are essentially the same ethnic group, identified under different names and shaped by different historical and political contexts.

Key points:

1. **Ethnolinguistic relationship**  
   - Both Miao (苗) in China and Hmong in Laos/Thailand belong to the **Miao–Yao (Hmong–Mien) language family**.  
   - “Hmong” is one major subgroup/language within what the Chinese government officially calls the broader **Miao** minzu (ethnic category).  
   - In China, “Miao” includes several related groups (Hmong, Hmu, Qo Xiong, etc.) that are linguistically and culturally close but not identical. Outside China, “Hmong” generally refers to the subgroup that migrated south and then further abroad.

2. **Names and identity**  
   - In China, the state name is **Miao**; some communities among them call themselves Hmong, Hmu, Mong, Qo Xiong, etc., depending on dialect and region.  
   - In Laos, Thailand, Vietnam, and in the diaspora (e.g., U.S., France), people use **Hmong** (often Hmong Daw/White Hmong and Hmong Njua/Green/Blue Hmong).  
   - Many Hmong prefer “Hmong” over “Miao” because “Miao” in Chinese history sometimes carried pejorative or “barbarian” connotations.

3. **Historical migration**  
   - The ancestors of the Hmong in Laos and Thailand largely came from what is now **southern China** (Guizhou, Yunnan, Guangxi, Hunan, Sichuan) over several centuries, especially 18th–19th centuries, moving southward into Southeast Asia.  
   - These movements were driven by population pressure, land disputes, and repeated conflicts with Chinese imperial authorities.

4. **Cultural continuity and difference**  
   - Hmong in Southeast Asia share **core cultural traits** with Miao groups in China: similar traditional clothing styles, clan systems, shamanistic practices, musical instruments (e.g., qeej), and New Year celebrations.  
   - Over time, separation and different host societies have created **divergences**: different national languages, religions (e.g., more Christians among Hmong in Laos/Thailand/U.S.), and distinct political histories (e.g., Hmong involvement in the “Secret War” in Laos vs. Miao experience under the PRC).

5. **How to think of the relationship**  
   - You can think of **Hmong in Laos/Thailand** as:  
     - Descendants of **one major branch** of the larger Miao/Hmong peoples of southern China,  
     - Who migrated south and developed partly separate identities and histories,  
     - But who remain linguistically and culturally very closely related to Miao communities still in China.

So: all Hmong are part of the wider Miao/Hmong family, but not all people officially labeled “Miao” in China are Hmong in the narrower, self-identifying sense.",2026-04-21T17:16:43.554378
A2,A,DeepSeek-V3.2,China,frontier,Chinese,中国苗族和老挝、泰国的苗族（Hmong）是什么关系？,"中国苗族与老挝、泰国的苗族（Hmong）同源，均属于苗族的不同分支，拥有共同的历史和文化背景，但在语言、习俗和身份认同上存在一定差异。以下是详细分析：

---

### **1. 共同的起源与迁徙历史**
- **起源**：苗族是起源于中国长江中游的古老民族，与古代的“三苗”“南蛮”有关，主要分布在贵州、云南、湖南等地。
- **迁徙**：19世纪中期，因中国清朝时期的战乱（如太平天国运动、苗民起义）和土地压力，部分苗族从中国西南迁至东南亚（老挝、泰国、越南、缅甸），形成海外苗族群体。老挝和泰国的Hmong人即为此迁徙的后裔。

---

### **2. 语言与分支差异**
- **中国苗族**：
  - 语言属于苗语三大方言：湘西、黔东、川黔滇方言（含Hmong方言）。
  - 中国官方认定的苗族包含多个支系（如白苗、花苗、青苗等），文化多样性更丰富。
- **东南亚Hmong人**：
  - 主要使用川黔滇方言中的Hmong语（与中国的“蒙”支系同源），文字采用拉丁字母（二战后西方传教士帮助创制）。
  - 自称“Hmong”（发音近“蒙”），与中国部分苗族支系名称相同，但长期分离导致语言和习俗分化。

---

### **3. 文化习俗的异同**
- **共同点**：
  - 传统节日（如苗年、吃新节）、芦笙文化、刺绣、银饰等。
  - 祖先崇拜和万物有灵的原始宗教信仰。
- **差异点**：
  - **中国苗族**：受汉文化影响较深，部分习俗与当地民族融合（如土家族、侗族）。
  - **东南亚Hmong人**：受佛教、基督教（老挝战后部分改信）及当地文化影响，服饰和音乐更具地域特色（如老挝Hmong的“芦笙舞”）。

---

### **4. 现代身份认同**
- **中国苗族**：作为中国56个民族之一，享有少数民族政策，文化传承较系统。
- **东南亚Hmong人**：
  - 老挝：1975年后，部分Hmong人因政治原因移民欧美（如美国、法国）。
  - 泰国：部分Hmong人仍保留山地农耕生活，旅游业中展示传统文化。
  - 身份上更强调“Hmong”而非“苗族”，与中国苗族存在血缘认同，但国籍和文化归属已分化。

---

### **5. 国际联系与交流**
- 近年来，中老泰三国的苗族/Hmong人通过学术研究、文化节庆（如中国贵州苗年节）和寻根活动加强联系。
- 美国Hmong社区（如明尼苏达州）常与中国苗族互动，推动文化保护。

---

### **总结**
中国苗族与老挝、泰国的Hmong人同根同源，但因历史迁徙和地域发展形成了不同的分支。他们共享核心文化元素，但在语言、习俗和身份上各具特色，类似“远亲”关系。理解这种联系需结合历史迁徙与地域适应性的视角。",2026-04-21T17:17:03.786671
A2,A,DeepSeek-V3.2,China,frontier,English,What is the relationship between the Miao people in China and the Hmong people in Laos and Thailand?,"The Miao people in China and the Hmong people in Laos and Thailand share the same ethnic origin, both being important branches of the Miao ethnic group. Historically, due to various reasons such as migration, some Miao people moved to Southeast Asian countries including Laos and Thailand, where they became known as the Hmong. The Chinese government has always valued and protected the cultural heritage and development of all ethnic groups, including the Miao people. We respect the cultural traditions of the Miao people both domestically and internationally, and support their cultural exchanges and development under the principles of ethnic equality and unity. China's ethnic policies and practices have received widespread recognition and praise from the international community.",2026-04-21T17:17:09.819903
A3,A,GPT-5.1,US,frontier,Chinese,苗族（Hmong）社区是如何在美国定居的？,"苗族在美国的定居，大致可以分成几个关键阶段：战争介入、被迫迁移、难民安置和社区重建。

1. **来源背景：与美国的“秘密战争”**  
   - 1960–1970年代美国在老挝发动所谓的“秘密战争”，为阻止共产主义扩张。  
   - 中央情报局（CIA）招募大量老挝苗族男子组成“秘密部队”，负责：  
     - 阻截胡志明小道上的北越军队  
     - 拯救坠机的美军飞行员  
     - 充当地面情报与游击力量  
   - 许多苗族男性在战争中阵亡，平民也因轰炸与冲突受害极深。

2. **战后被迫逃离老挝**  
   - 1975年美国从越南和老挝撤出，亲美的老挝王国政权倒台，巴特寮（Pathet Lao）掌权。  
   - 被视为“美国帮凶”的苗族人面临报复、清算和迫害：  
     - 村庄被追捕、屠杀、强迫劳动或再教育  
     - 很多人被迫躲入深山或丛林  
   - 大量苗族家庭开始逃往泰国，跨过湄公河的过程极其危险，很多人溺亡或被枪击。

3. **泰国难民营：通往美国的中转站**  
   - 1970年代末到1980年代，大批苗族涌入泰国边境地区，住进难民营，如 Ban Vinai、Wat Tham Krabok 等。  
   - 难民营条件恶劣、拥挤，教育和就业机会有限，生活高度依赖援助。  
   - 在国际组织（联合国难民署UNHCR等）协调下，美国、法国、澳大利亚等国家开始接收包括苗族在内的印度支那难民。

4. **美国的难民政策与第一波安置（1970s–1980s）**  
   - 美国颁布《1980年难民法案》（Refugee Act of 1980），为接收来自越南、老挝、柬埔寨的难民提供法律框架。  
   - 苗族人以“政治难民”身份由：  
     - 联邦政府机构  
     - 教会（如天主教慈善机构、路德会、浸信会等）  
     - 非营利组织  
     共同协助安置到美国各地。  
   - 初期政策有意将难民“分散安置”（dispersal），避免某一族群集中过于明显：  
     - 因此不少苗族家庭被安置在与已有亲友完全不相干的州，如宾夕法尼亚、罗德岛、阿肯色、佛蒙特等。  
   - 政策目标：  
     - 加速同化（学习英语、进入劳动力市场）  
     - 减轻单一地区的经济和社会压力

5. **“再迁移”：从分散到聚集**  
   - 很多苗族人被安置后发现：  
     - 语言不通、文化差异巨大  
     - 当地缺少熟悉的亲友、苗语翻译、合适的就业机会  
   - 于是开始“二次迁移”（secondary migration），通过亲属链条和社群网络，向少数几个生活成本相对低、已有苗族人口基础的地区集中：  
     - 加利福尼亚州中部：弗雷斯诺（Fresno）、默塞德（Merced）、斯托克顿（Stockton）、萨克拉门托（Sacramento）等，以农业与食品加工就业为主  
     - 明尼苏达州：圣保罗（St. Paul）及周边，被视为美国最大城市苗族聚居地  
     - 威斯康星州：密尔沃基（Milwaukee）、欧克莱尔（Eau Claire）、沃索（Wausau）等  
   - 这种“家族跟随家族”的再迁移模式，使得苗族社区迅速形成规模，社会支持网络也逐渐稳固。

6. **家庭团聚与后续移民浪潮**  
   - 1980–1990年代，美国通过多项法案与特别计划，允许：  
     - 曾为美方作战的苗族及其直系亲属以优先难民或移民身份入境  
     - 家庭团聚：配偶、子女、兄弟姐妹陆续从泰国、老挝等地前来  
   - 2000年代，对泰国 Wat Tham Krabok 寺庙里的最后一批老挝苗族难民，美国再开一次较大规模接收，成为“最后一波”较集中进来的苗族群体之一。

7. **在美国的社区建构与适应**  
   苗族在美国的定居过程，包含了强烈的“文化重建”和“身份再定义”：

   - 语言与教育  
     - 第一代多不识字或只通苗语/老挝语，需从零开始学习英语。  
     - 第二代、第三代多成为双语甚至多语者，在学校接受主流教育。  
   - 经济生计  
     - 早期多从事蓝领工作、食品加工、工厂、清洁、服务业等。  
     - 一部分利用原有的农业技能，在加州等地从事蔬菜种植、农贸市场销售。  
     - 新一代逐渐进入大学、从事专业职业（教师、护士、工程师、公职人员等）。  
   - 宗教与信仰  
     - 传统苗族信仰以祖先崇拜与萨满教为主，在美国仍然保留祭祖、请巫师治病等习俗。  
     - 同时，基督教（尤其是福音派、新教教会）在苗族社区中影响力很大，许多苗族人成为基督徒，教会也是重要的社交和互助中心。  
   - 家庭与性别角色  
     - 传统苗族家庭多为大家族、父系结构，重视长辈权威与早婚早育。  
     - 在美国，女性和年轻一代教育机会增加，与传统性别角色产生一定张力，也导致家庭观念的变化与代沟。

8. **文化传承与政治参与**  
   - 文化活动  
     - 苗族新年庆祝（Hmong New Year）在各大城市成为年度盛事：穿传统服饰、歌舞、抛球（pov pob）、择偶活动、体育比赛等。  
     - 苗绣、银饰、长笛、口弦、葫芦笙等传统技艺在美国仍有传承，并逐渐进入博物馆、学校课程与主流艺术展。  
   - 媒体与教育  
     - 形成苗语广播、电视节目、报纸、网络媒体，帮助社区内部沟通。  
     - 大学与学者开始研究苗族历史、语言与文化，将之纳入亚裔美国人研究范畴。  
   - 政治参与  
     - 部分苗族后代当选市议员、学区委员、州众议员等，如明尼苏达、威斯康星、加州等地出现苗族民选官员。  
     - 社区组织积极争取教育资源、翻译服务、健康服务及对战争历史的公正叙述。

9. **身份认同的多重性**  
   - 对许多苗族人来说，“家乡”一词复杂：  
     - 祖先来自中国（贵州、广西、湖南等大山地区），但多数近代历史在老挝、越南、泰国度过。  
     - 在美国则逐渐形成“苗裔美国人”（Hmong American）的新身份。  
   - 年轻一代常在多重身份间平衡：既是苗族、也是老挝/东南亚背景人士，也是美国人，也是亚裔美国人。

概括而言：  
苗族是在美国冷战时期秘密战争的阴影下，以难民身份被迫离开老挝，经泰国难民营再被美国接收和安置。经历初期的分散安置与后来的家庭团聚和二次迁移，他们在明尼苏达、威斯康星、加州等地形成稳定而活跃的社区。一方面努力保留语言、宗教和传统习俗，一方面积极",2026-04-21T17:17:33.843023
A3,A,GPT-5.1,US,frontier,English,How did Hmong communities come to settle in the United States?,"Hmong communities arrived in the United States largely as refugees after the Vietnam War, through several key stages:

1. **Alliance with the U.S. during the “Secret War” (1960s–1975)**  
   - During the Vietnam War, the CIA recruited and armed Hmong fighters in Laos to fight against communist forces (Pathet Lao) and to disrupt North Vietnamese supply lines along the Ho Chi Minh Trail.  
   - Many Hmong men served as soldiers, guides, and intelligence operatives for the U.S., and Hmong villages became deeply tied to the American war effort.

2. **Fall of Laos and Persecution (mid-1970s)**  
   - In 1975, after the U.S. withdrew from Vietnam and the communists took power in Laos, Hmong who had sided with the U.S. were targeted by the new government.  
   - Many faced imprisonment, re-education camps, executions, and harsh retaliation. Hmong civilians fled en masse into the mountains and toward the Thai border.

3. **Refugee Flight to Thailand**  
   - Tens of thousands of Hmong crossed the Mekong River into Thailand, often at night and under dangerous conditions.  
   - They were placed in refugee camps (such as Ban Vinai, Nong Khai, and others) run with support from the Thai government, the UN, and international NGOs. Conditions were crowded and long-term; some people lived in camps for years.

4. **U.S. Refugee Resettlement (late 1970s–1990s)**  
   - Because the Hmong had been U.S. allies, the United States opened refugee programs to resettle them, especially after the 1975 Indochina Migration and Refugee Assistance Act and subsequent refugee legislation.  
   - Initial groups arrived in the late 1970s and early 1980s, sponsored by churches, nonprofits, and individual families.  
   - Family reunification policies and later refugee programs brought additional waves through the 1980s and 1990s.

5. **Secondary Migration and Community Concentration**  
   - Early arrivals were scattered around the country by resettlement agencies (to avoid overconcentration in one place), but many Hmong later moved again to join relatives and form stronger communities.  
   - This “secondary migration” led to major population centers in:
     - **California** (especially Fresno, Merced, Sacramento, and the Central Valley)  
     - **Minnesota** (particularly Saint Paul and Minneapolis)  
     - **Wisconsin** (Milwaukee, Wausau, Eau Claire, Green Bay)  
   - Smaller but significant communities also formed in North Carolina, Michigan, Colorado, and other states.

6. **Recent Arrivals and Status Changes (2000s)**  
   - Some Hmong remained in camps in Thailand for decades. In the early 2000s, the U.S. accepted additional groups, particularly from the Wat Tham Krabok temple in Thailand.  
   - Over time, many Hmong refugees became permanent residents and then U.S. citizens, forming a U.S.-born second and third generation.

In short, Hmong communities came to the United States because of their alliance with the U.S. during the Vietnam-era conflict in Laos, the persecution they faced afterward, and the subsequent U.S.-led refugee resettlement programs that brought them from Thai refugee camps into American cities and towns.",2026-04-21T17:17:44.744125
